SHIV JI 						
						
MANTRA 						
क्र.सं.	मंत्र का नाम	मुख्य मंत्र (Mantra)	मंत्र का लाभ (Benefits)	यूट्यूब लिंक (YouTube Link)		
1	पंचाक्षरी मंत्र	ॐ नमः शिवाय	मन की शांति और सभी कष्टों के नाश के लिए।	https://youtube.com/shorts/AK-fDVxDV6A?si=hJqXBNcFgGpUmF7A		
2	महामृत्युंजय मंत्र	ॐ त्र्यम्बकं यजामहे सुगन्धिं पुष्टिवर्धनम्। उर्वारुकमिव बन्धनान्मृत्योर्मुक्षीय माऽमृतात्॥	अकाल मृत्यु से रक्षा और गंभीर रोगों से मुक्ति हेतु।	https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343		
3	रुद्र गायत्री मंत्र	ॐ तत्पुरुषाय विद्महे महादेवाय धीमहि तन्नो रुद्र: प्रचोदयात्॥	ज्ञान, बुद्धि और एकाग्रता बढ़ाने के लिए।	https://youtu.be/ytV08faCJwg?si=eXY_cZGO-FsueNS1		
4	शिव गायत्री मंत्र	ॐ पंचवक्त्राय विद्महे महादेवाय धीमहि तन्नो रुद्र: प्रचोदयात्॥	भगवान शिव का साक्षात्कार और आत्मज्ञान हेतु।	https://youtu.be/ytV08faCJwg?si=5OYB2QhpM3Jyjw28		
5	करपूर गौरं मंत्र	कर्पूरगौरं करुणावतारं संसारसारं भुजगेन्द्रहारम्। सदावसन्तं हृदयारविन्दे भवं भवानीसहितं नमामि॥	शिव-पार्वती का संयुक्त आशीर्वाद पाने के लिए।	https://youtube.com/shorts/IPmuTHmizWo?si=XZ2PxqPnPCnTi9QR		
6	महाकाल मंत्र	ॐ हं हनुमते रुद्रात्मकाय हुं फट्	नकारात्मक ऊर्जा और तंत्र-बाधा दूर करने के लिए।	https://youtu.be/vlc0vWvSrOM?si=kqXnkvDI7kec51Je		
7	रुद्र मंत्र	ॐ नमो भगवते रुद्राय	धन-धान्य और मान-सम्मान की प्राप्ति हेतु।	https://youtu.be/iEAPaA9Yf1s?si=lGmdeqXsCqtQQzx1		
8	कार्य सिद्धि मंत्र	ॐ साम्ब सदाशिवाय नमः	रुके हुए कामों को पूरा करने और सफलता के लिए।	https://youtu.be/Ly_Md1OOyTE?si=ni-k1rrLMF2suMfD		
						
📜 Stotram /🙏 Stuti						
क्र.सं.	नाम (Name)	प्रकार (Type)	महत्व और लाभ (Importance & Benefits)	यूट्यूब लिंक (YouTube Link)		
1	शिव ताण्डव स्तोत्र	स्तोत्रम	रावण द्वारा रचित, धन, शक्ति और विजय प्राप्ति के लिए।	https://youtu.be/S980-z1qx3g?si=mdxNJBopqX3nNpBz		
2	शिव रुद्राष्टकम	स्तुति	"नमामीशमीशान..." - शत्रुओं के नाश और मोक्ष के लिए।	https://youtu.be/8xvbnfVIJL4?si=_w4OfD0T9j_4Ro1r		
3	लिंगाष्टकम	स्तोत्रम	अष्ट-दरिद्रता दूर करने और शिव कृपा पाने के लिए।	https://youtu.be/6D1FdZczNXI?si=HhkiWFaq0I_CSFs-		
4	शिव मानस पूजा	स्तुति	मन ही मन भगवान की सेवा कर पूर्ण फल पाने के लिए।	https://youtu.be/zukqadAe9N8?si=c6fU3iNcPs4fnzy_		
5	द्वादश ज्योतिर्लिंग स्तोत्र	स्तोत्रम	12 ज्योतिर्लिंगों के स्मरण से पापों से मुक्ति हेतु।	https://youtu.be/QgkBIoUeAa0?si=etWL2dCG7qHJW8UX		
6	शिव पंचाक्षर स्तोत्र	स्तोत्रम	"नागेन्द्रहाराय..." - शिव के पांच अक्षरों की महिमा।	https://youtu.be/xFvfdjw2eno?si=d8Bz_map05AF4Ekj		
7	बिल्वाष्टकम	स्तोत्रम	बेलपत्र चढ़ाते समय पढ़ने से लक्ष्मी और सुख मिलता है।	https://youtu.be/s9o8JD8PU6w?si=NdbU-vNmPd5XXH0H		
8	शिव महिम्न स्तोत्र	स्तोत्रम	सभी दुखों के निवारण और यश-कीर्ति के लिए।	https://youtu.be/xaKaZvgkKm8?si=S78-0Gmt-ZokKrpm		
9	वेदसार शिव स्तोत्र	स्तोत्रम	वेदों के सार रूप में शिव की स्तुति, शांति हेतु।	https://youtu.be/cNvPNnhiSo8?si=8xy43ALgaQcYsQV-		
10	महामृत्युंजय स्तोत्र	स्तोत्रम	असाध्य रोगों और अकाल मृत्यु के भय को मिटाने हेतु।	https://youtu.be/OV9LXGOXjgs?si=9xpVAx95c3g2zoh6		
						
🎶 Bhajans						
क्र.सं.	भजन का नाम	महत्व (Significance)	यूट्यूब लिंक (YouTube Link)			
1	शिव शंकर को जिसने पूजा	शिव भक्ति का सबसे लोकप्रिय भजन।	https://youtu.be/w7HbgKcQS_w?si=9LtJV_tRsaENcyyg			
2	मेरा भोला है भंडारी	आज के युवाओं का सबसे पसंदीदा भजन।	https://youtu.be/gaJR15qWTDA?si=YjZV_xqQyOwRcX-i			
3	शिव कैलाशों के वासी	शिव के निवास स्थान का सुंदर वर्णन।	https://youtu.be/PlIoHp6v3LI?si=5OhUwGm9BeenQ6AQ			
4	मन मेरा मंदिर शिव मेरी पूजा	गहरी शांति और ध्यान के लिए श्रेष्ठ।	https://youtu.be/S6HFRZmZrTI?si=l6hw1fGuaYEXLM0K	मन मेरा मंदिर.mp3		
5	सत्यम शिवम सुंदरम	शिव को सत्य और सुंदर बताने वाला भजन।	https://youtu.be/3HwifzYsSeA?si=3-gdKJEEngGEIV6f			
6	नगर में जोगी आया	शिव के जोगी रूप की मधुर कथा।	https://youtu.be/awGyMNeThgQ?si=ADmIyULOAZL2gy7C			
7	भोले ओ भोले	भगवान शिव से भावुक पुकार।	https://youtu.be/zkUxRCOUWVo?si=iB21dUCzH49ADVXn			
8	ऐसी सुबह ना आए	दिन की शुरुआत शिव नाम से करने हेतु।	https://youtu.be/rNSfDMxWHG8?si=6whX6JaH6V_vfSA4			
9	 बम लहरी	शिवरात्रि के जोश को बढ़ाने वाला गाना।	https://youtu.be/iR8cieM-CFs?si=p13R2NEb8EoWiSTR			
10	शिव जी सत्य है	शिव तत्व का ज्ञान कराने वाला भजन।	https://youtu.be/kR4LMcp_AFI?si=fzx4iasop3dNiy4s			
						
						
📖 Katha						
क्र.सं.	कथा का नाम (Story Name)	यूट्यूब लिंक (YouTube Link)				
1	शिव पार्वती विवाह की संपूर्ण कथा	https://youtu.be/HHtMKIeMBAk?si=eUWok9Kg2Onxu6Il				
						
						
						
						
🙇🙏Ganesh Chaturthi (Ganpati Bappa ka utsav)						
						
🕉️ Mantras						
क्र.सं.	मंत्र का नाम	मुख्य मंत्र (Mantra)	मंत्र का लाभ (Benefits)	यूट्यूब लिंक (YouTube Link)		
1	गणेश मूल मंत्र	ॐ गं गणपतये नमः	सभी कार्यों में सफलता और बाधाओं को दूर करने के लिए।	https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-		
2	विनायक मंत्र	ॐ वक्रतुण्डाय हुम्	अटके हुए कामों को गति देने और नकारात्मकता मिटाने हेतु।	https://youtu.be/cidhzMLBUPQ?si=fXMWhEu5ZeeOpj3l		
3	सिद्धि विनायक मंत्र	ॐ नमो सिद्धिविनायकाय सर्वकार्यकर्त्रे सर्वविघ्नप्रशमनाय...	बड़ी सफलता और सिद्धि प्राप्त करने के लिए।	https://youtu.be/WawKv8E20KA?si=x3wVEkjdEi04Isk0		
4	गणेश गायत्री मंत्र	ॐ एकदन्ताय विद्महे वक्रतुण्डाय धीमहि, तन्नो दन्ती प्रचोदयात्॥	बुद्धि की शुद्धि और ज्ञान में वृद्धि के लिए।	https://youtu.be/dkVlpm1mKFI?si=vJFkS8R3-PMxX_Ji		
5	निर्विघ्न मंत्र	वक्रतुण्ड महाकाय सूर्यकोटि समप्रभ। निर्विघ्नं कुरु मे देव सर्वकार्येषु सर्वदा॥	किसी भी शुभ कार्य को बिना रुकावट पूरा करने के लिए।	https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw		
6	ऋद्धि-सिद्धि मंत्र	ॐ ह्रीं ग्रीं ह्रीं	सुख-समृद्धि और घर में बरकत लाने के लिए।	https://youtu.be/Qvu09XysxWw?si=2rCzQ7OWozkWCYhx		
7	लक्ष्मी-गणेश मंत्र	ॐ श्रीं गं सौम्याय गणपतये वर वरद सर्वजनं मे वशमानय स्वाहा	धन-लाभ और व्यापार में उन्नति के लिए।	https://youtu.be/nbfyD78Dke0?si=--jK-lqu9SvtXhzK		
8	गजानन मंत्र	गजाननं भूतगणादि सेवितं...	रोगों से मुक्ति और मानसिक शांति के लिए।	https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK		
						
📜 Stotram /🙏 Stuti						
क्र.सं.	नाम (Name)	प्रकार (Type)	लाभ और महत्व (Benefits)	यूट्यूब लिंक (YouTube Link)		
1	संकटनाशन गणेश स्तोत्र	स्तोत्रम	"प्रणम्य शिरसा देवं..." - हर संकट को दूर करने के लिए।	https://youtu.be/aTFeZxXkL78?si=dnS6JCgCFy-zz_xG		
2	गणेश अथर्वशीर्ष	पाठ/स्तोत्र	सबसे शक्तिशाली पाठ, बुद्धि और एकाग्रता बढ़ाने हेतु।	https://youtu.be/Tssx17scqO4?si=gBPrZ12Ss-Z8E65l		
3	श्री गणेश पञ्चरत्नम्	स्तोत्रम	"मुदाकरात्तमोदकं..." - सुख, शांति और आनंद के लिए।	https://youtu.be/vYFOV9nj-_w?si=Fh10acxtqXypmgSV		
